id,name,sort order,item type,properties,slots,level,effect,e value,fire,earth,water,wind,categories,equip size,character,HP,MP,ATK,DEF,SPD,Gather,Drop,Note,EN Name,EN Description,JA Name,JA Description
424,ancient-power-belt,279,Synthesis,"transfer-pp-5,consumption-10,effect-power-increase-plus-plus,",3,46,50,40,1,,,,"accessory,ancient-power,antique,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,,,,,,Ancient Power Belt,"A belt containing technology of the past era. Those who wear it gain mysterious power, but it's unknown exactly what that power is.",前時代機巧ベルト,前時代の技術の粋が込められたベルト。身に付けたものは不思議な力を得られるが、その力が何なのかは、解明されていない
425,one-angle-mascara,280,Synthesis,"transfer-pp-5,skill-power-5,consumption-20,",3,58,50,40,,,1,,"accessory,,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,,,,,,One Angle Mascara,"Putting this mascara on causes one to gain mysterious power for some reason. This is no joke, it truly does cause one to feel a mysterious force.",一つ角のマスケラ,かけるとなんだか不思議な力が湧いてくるマスケラ。決してふざけているわけではなく、神秘的な何かを感じることができる
426,meteor-gloves,281,Synthesis,"transfer-pp-7,mp-15,effect-power-increase-plus-plus,",1,57,50,20,1,1,,1,"accessory,metal,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,,,,,,Meteor Gloves,"Metal gloves made with Meteonite. While it offers good protection, this splendid item also allows one to perform delicate movements down to their fingertips.",メテオグラブ,メテオナイトを加工して作った鉄製のグラブ。身を守りながらも、指先まで繊細な動きを可能にした素晴らしい一品
427,meteor-boots,282,Synthesis,"transfer-pp-7,consumption-15,skill-power-10,",1,62,50,20,1,1,,1,"accessory,metal,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,,,,,,Meteor Boots,"Metal boots made with Meteonite. While they're made from metal, they still allow for light and fast movement, making this highly desired by many explorers.",メテオブーツ,メテオナイトを加工して作った鉄製のブーツ。金属で出来ているにも関わらず軽く移動しやすいため、多くの探険家たちが求める
428,mirage-talisman,283,Synthesis,"transfer-pp-7,effect-power-increase,all-stats-7,",3,74,50,20,1,,1,1,"accessory,mystery,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,,,,,,Mirage Talisman,"This mysterious charm causes the holder's presence to become weaker. People around you will simply pass by without noticing, as though you aren't even there.",陽炎のタリスマン,身に付けたものの存在感を薄く、朧気にする不思議なお守り。そこにいるのに、まるでいないかのように、辺りを人々が通り過ぎていく
400,eyedrops-of-truth,284,Synthesis,",,,",2,47,50,25,0,0,1,1,"medicine,liquid,,",,",,,,,,,,,,,",,,,,,,,,Eyedrops of Truth,"Mysterious eye drops that allow one to see things that can't normally be seen. It's great for finding things that should be somewhere, but can't be found.",真実の目薬,見えないものを見えるようにするという不思議な目薬。そこにあるはずなのに、見えないものを見通す力がある
402,mini-sound-machine,285,Synthesis,",,,",1,1,50,20,1,1,0,0,"ancient-power,metal,,",,",,,,,,,,,,,",,,,,,,,,Mini Sound Machine,"A machine made to imitate the human voice. It's a special tool Keithgriff requested from Escha, but it's unknown what he plans to use it for.",小型自鳴機構,人間の歌声を模した音を発する機械。キースグリフがエスカに依頼した特殊な道具であり、何に使われるのかは彼にしか分からない
418,wonder-drug-of-tranquility,286,Synthesis,",,,",1,1,50,15,0,1,1,1,"medicine,seasoning,medic-ing,",,",,,,,,,,,,,",,,,,,,,,Wonder Drug of Tranquility,"Medicine that eases symptoms affecting the heart and other internal organs. However, its formulation is rough, and its effect is not very remarkable.",沈静特効薬,心臓の動悸や内臓の動きに作用して症状を和らげる薬。ただし、配分がやや雑であり、その効果は著しくない
420,noble-suit,287,Synthesis,",,,",1,0,50,20,0,0,0,1,"cloth,,,",,",,,,,,,,,,,",,,,,,,,,Noble Suit,"A custom suit favored by wealthy men. It makes the wearer look like an aristocrat, and is quite well made.",格調高いスーツ,富裕層の男性が好む一点物のスーツ。身に付けた者を貴族風に、品良く演出する
421,formal-dinner-suit,288,Synthesis,",,,",1,0,50,30,0,1,0,1,"cloth,thread,,",,",,,,,,,,,,,",,,,,,,,,Formal Dinner Suit,Formal clothes worn by wealthy men at social gatherings. The suits made by top class artisans are very popular in high society.,晩餐会用礼服,富裕層の男性たちが社交場で身に付けるキチンとした洋服。一流の職人が作った礼服は、社交界でも高い人気を誇る
131,ship-clan-s-bell,289,Equipment,"effect-power-increase,skill-power-5,transfer-pp-5,",1,1,50,10,1,,,,"weapon-bell,,,",,"stera,,,,,,,,,,,",,,13,,,,,,Ship Clan's Bell,"A traditional bell handed down among the ship clan. It was originally used as an alarm bell for those operating ships, but the passage of time has made it more of a ritual implement, used as a type of charm.",船の民の鈴,船の一族に伝わる伝統的な鈴。元々は、船を導く者が警鐘を鳴らすためのものだったが、時が経つにつれて一種のお守りのように、祭事的な意味を持つようになった
132,resonance-chime,290,Equipment,"defense-5,transfer-pp-3,effect-power-increase-plus,",2,9,50,20,,1,,,"weapon-bell,metal,,",,"stera,,,,,,,,,,,",,,25,,,,,,Resonance Chime,"There are many small bells surrounding a large bell, creating a resonance. The sound travels further than a normal bell.",レゾナンスチャイム,大きな鈴の周りに、複数の小さな鈴が付けられて、共鳴を起こすようになったもの。通常の鈴よりもより広い範囲に音が響く
133,white-winged-bell,291,Equipment,"attack-power-5,skill-power-7,damage-absorb,",2,17,50,20,,,1,1,"weapon-bell,metal,,",,"stera,,,,,,,,,,,",,,38,,,,,,White Winged Bell,"A mysterious bell, whose sound is said to pierce the blue skies into the heavens. This bell received its name because people who hear it often say that angels are descending to the earth.",白き翼の鈴,蒼穹を突き抜け、天までその音が届くと言われる珍しい鈴。この鈴の音を聞いた人々が、天使が地上へやって来たようだと表現したことから、この名前が付いた
134,sea-alchemist-s-bell,292,Equipment,"attack-power-10,cause-slow,transfer-pp-7,",1,25,50,25,1,,1,1,"weapon-bell,metal,,",,"stera,,,,,,,,,,,",,,50,,,,,,Sea Alchemist's Bell,"A magic bell created for a people who have spent countless years traveling the seas. It's said that the sound tells ships of the proper courses to take, and calls those who have strayed back home.",海の錬金術士の鈴,長い間、海を渡り続けてきた船の一族のために作られた魔法の鈴。その音色は船に正しい進路を教え、間違った方向へ進む人々を呼び戻すと言われている
430,worn-out-broom,293,Equipment,"attack-power-10,cause-slow,transfer-pp-7,",0,0,50,10,,1,,,"weapon-broom,lumber,,",,",lotte,,,,,,,,,,",,,8,,,,,,Worn Out Broom,"An old broom, worn out after long years of use. It looks rather plain, and does not seem like something a youthful girl would carry around with her.",使い古しのほうき,使い古されてボロボロになっている年季の入ったほうき。見た目もイマイチで、とてもうら若き乙女が携帯するのにたえるものではない
136,convenient-broom,294,Equipment,"effect-power-increase,skill-power-5,transfer-pp-5,",0,1,50,10,,1,,,"weapon-broom,lumber,,",,",lotte,,,,,,,,,,",,,17,,,,,,Convenient Broom,"A broom that fulfills the 3 requirements: it looks cute, it's cute to hold, and it's cute to use. It's a little heavy, but it's fairly popular among the younger girls in Stellard.",便利ほうき,見て可愛い、愛でて可愛い、掃いて可愛いと謎の三拍子が売り文句になっているほうき。若干重たいが、ステラードの若い女の子たちにはそこそこ人気
137,stylish-broom,295,Equipment,"defense-5,transfer-pp-3,effect-power-increase-plus,",1,9,50,10,,1,,1,"weapon-broom,lumber,,",,",lotte,,,,,,,,,,",,,29,,,,,,Stylish Broom,"A stylish broom, for those who aren't satisfied with just an ordinary broom. It's easy and comfortable to use, making it loved by housewives too.",おしゃれなほうき,ただのほうきでは満足できないという人のためのおしゃれなほうき。掃き心地にもこだわりがあるので、主婦にも愛されている
135,magia-sumonitora,296,Equipment,"attack-power-5,skill-power-7,damage-absorb,",3,20,50,25,1,,,1,"weapon-broom,lumber,,",,",lotte,,,,,,,,,,",,,46,,,,,,Magia Sumonitora,A broom Shallotte received from Wilbell. It has mysterious patterns and beautiful ornaments. It's a waste to use this on cleaning.,マギア・スモニトラ,シャルロッテがウィルベルから譲り受けたほうき。不思議な模様と美しい装飾が特徴。そうじに使うのにはもったいない
138,alchemist-s-broom,297,Equipment,"attack-power-10,cause-slow,transfer-pp-7,",2,25,50,20,1,1,1,1,"weapon-broom,lumber,,",,",lotte,,,,,,,,,,",,,52,,,,,,Alchemist's Broom,"A magic broom made for young alchemists. It supposedly makes the places it sweeps shine brightly, and the dirt is converted into magical power, but this might not be entirely true.",錬金術士のほうき,若き錬金術士のために作られた魔力を秘めたほうき。掃いた場所を宝石のように輝かせ、その汚れを魔力に変える力を持つというが、それは方便である
139,sea-clan-s-charm,298,Equipment,"speed-5,transfer-pp-3,effect-power-increase-plus,",2,2,50,10,,1,1,,"weapon-talisman,,,",,",,kortes,,,,,,,,,",,,15,,,,,,Sea Clan's Charm,"An ornament held by warriors of the ship clan. It contains magic power, and raises the abilities of the wielder. Kortes attaches it to his spear, but it is effective on any weapon.",海の民のチャーム,船の一族の守り手が扱う装飾品。魔力が込められており、使い手の能力を高める。コルテスは槍に付けて使っているが、どんな武器でも効力を発揮する
140,elemental-charm,299,Equipment,"defense-5,transfer-pp-3,effect-power-increase-plus,",2,8,50,5,1,1,1,1,"weapon-talisman,accessory,,",,",,kortes,,,,,,,,,",,,29,,,,,,Elemental Charm,An ornament filled with the power of spirits. It fills the weapon with the magical power of fire and wind spirits.,エレメンタルチャーム,精霊の力を込めた装飾品。炎や風の精霊たちの魔力を力にして、武器にまとわせる
141,lunic-charm,300,Equipment,"attack-power-5,skill-power-7,cause-blindness,",2,15,50,25,1,,,,"weapon-talisman,metal,,",,",,kortes,,,,,,,,,",,,44,,,,,,Lunic Charm,"An ornament sealing away ancient power. It was made with lost technology, and each individual piece has different powers.",ルニックチャーム,古代の力を封じ込めた装飾品。失われた技術が使われており、個体によって異なる力を発現する
142,dragon-scale-charm,301,Equipment,"attack-power-10,extra-attack-plus,damage-absorb-plus-plus,",2,22,50,20,1,1,,1,"weapon-talisman,dragon-material,,",,",,kortes,,,,,,,,,",,,58,,,,,,Dragon Scale Charm,"A magic ornament made using dragon scales. It's said to give the wielder an attack as sharp as dragon claws, and defense that rivals the immortal.",竜鱗のチャーム,竜の鱗を使って作った魔法の装飾品。竜の爪のような鋭い攻撃と不死身のような防御を手にすることができるという
143,magician-s-ring,302,Equipment,"effect-power-increase,skill-power-5,transfer-pp-5,",1,9,50,10,1,,,1,"weapon-ring,,,",,",,,wilbell,,,,,,,,",,,16,,,,,,Magician's Ring,"A ring worn by Wilbell to amplify magical power. It gathers small amounts of magic power from nearby spirits, condensing and storing it.",魔法使いの指輪,ウィルベルが魔力を増幅するために付けている指輪。魔法を使う際に、周囲の精霊から少しずつ魔力を集めて、凝縮する効果を秘めている
144,sword-manipulation-ring,303,Equipment,"speed-5,effect-power-increase,consumption-10,",2,14,50,15,1,,,1,"weapon-ring,metal,,",,",,,wilbell,,,,,,,,",,,31,,,,,,Sword Manipulation Ring,A magical ring used by Wilbell to raise the effect of her unique magic swords to the limit. It plays a part in controlling power when manifesting magic into the shape of swords.,操剣の指輪,ウィルベルが独自に生みだした剣の魔法の効果を最大限に高めることを目的とした魔法の指輪。魔力を剣の形に具現化する際の、力の制御に一役買っている
145,demonkin-ring,304,Equipment,"attack-power-5,extra-attack,consumption-15,",3,20,50,20,1,,1,1,"weapon-ring,metal,,",,",,,wilbell,,,,,,,,",,,47,,,,,,Demonkin Ring,"A ring that's said to have been used by witches with vast magic power in the past. It's said that if someone without magic power puts this ring on, the power's crushing weight will destroy their mind.",魔眷属の指輪,かつて、大きな魔力を持ったと言われる魔女たちの指輪。魔力を持たない人間がこの指輪をはめると、力の重さに絶えきれず、心を壊すという
146,orbis-spiritis,305,Equipment,"attack-power-10,defense-10,extra-attack-plus,",4,27,50,20,1,1,1,1,"weapon-ring,metal,,",,",,,wilbell,,,,,,,,",,,62,,,,,,Orbis Spiritis,"This ring is made by sealing away magical circles. The powerful magic it holds flows around in circles, following the pattern inscribed in the ring.",オルビススピリティス,魔力の円環をそのまま指輪に封じこめたもの。指輪の模様に沿って、常に強い魔力が円を描くように流動している
147,crystal-twin-swords,306,Equipment,"effect-power-increase,cause-poison,transfer-pp-5,",1,3,50,15,,1,,1,"weapon-twin-sword,,,",,",,,,jurie,,,,,,,",,,19,,,,,,Crystal Twin Swords,"Twin swords made by grinding down cheap crystals. It's pretty sharp, but the blades chip easily. However, since they're lighter than making them out of metal, they're also easy to use.",水晶の双剣,安価な水晶を研いで作られた双剣。切れ味は悪くないが、刃こぼれしやすい。ただし、金属を使うよりも軽く仕上がっているため、扱いやすさは抜群である
149,silver-twin-swords,307,Equipment,"defense-5,cause-weakness,effect-power-increase-plus,",1,8,50,15,1,,,1,"weapon-twin-sword,metal,,",,",,,,jurie,,,,,,,",,,37,,,,,,Silver Twin Swords,"Twin swords forged with silver. These weapons strike a good balance between ease of use and strength. They aren't too expensive, and are easy to get, so many explorers carry them for self-defense.",白銀の双剣,銀を使って錬成された双剣。使いやすさと強度のバランスがとても良い武器。値段も安く、調達が簡単なことから、探検家が護身用に持つことも多い
148,bloody-claws,308,Equipment,"attack-power-5,extra-attack,skill-power-7,",1,15,50,20,1,,,1,"weapon-twin-sword,metal,,",,",,,,jurie,,,,,,,",,,56,,,,,,Bloody Claws,"These special twin swords are normally as blue as the sky, but the blades absorb the blood of the living until they turn a sinister red. They are very sharp, but hard to obtain.",ブラッディクロー,普段は空を映したような青色だが、生き物の血を吸うと、禍々しい赤色の刃へと姿を変える特殊な双剣。切れ味は抜群だが、手入れが大変
150,air-foecutters,309,Equipment,"attack-power-10,burst-addition-plus,consumption-20,",3,22,50,25,,1,1,1,"weapon-twin-sword,metal,,",,",,,,jurie,,,,,,,",,,74,,,,,,Air Foecutters,"Surprisingly light, these twin swords allow the wielder to attack as quick as the wind. Sometimes, the victim doesn't even know what hit them.",エアーフォーカッター,驚くような軽さで、扱った者は風のように攻撃できるという双剣。切られた者は、何が起こったか分からないこともあるという
151,flame-bunker,310,Equipment,"effect-power-increase,skill-power-5,transfer-pp-5,",2,3,50,10,1,,,,"weapon-pile-driver,,,",,",,,,,miruca,,,,,,",,,15,,,,,,Flame Bunker,"A weapon devised by Miruca to make up for her own lack of strength. This device stores a small amount of gunpowder inside, using the explosive force to shoot out a spike.",フラムバンカー,ミルカが自身の非力を補うために考案した武器。中に少量の爆薬を込め、その爆発の力を利用して、内部から槍を突き出す
152,armored-bunker,311,Equipment,"defense-5,transfer-pp-3,effect-power-increase-plus,",1,10,50,15,1,1,,,"weapon-pile-driver,gunpowder,,",,",,,,,miruca,,,,,,",,,29,,,,,,Armored Bunker,"This weapon stores a larger amount of gunpowder inside, increasing its power. The spike has enough force to tear through iron armor. Not only is the amount of gunpowder increased, but the spike is also enhanced.",アーマードバンカー,内部爆薬の量を増やし、より強力になった武器。打ち出された槍は、鉄の装甲を破るほどの力を持つ。実は、火薬の量に加えて、打ち出される槍の強度も高くしてある
153,ancient-heat-bunker,312,Equipment,"attack-power-5,burst-addition,damage-absorb-plus,",2,20,50,15,1,,,1,"weapon-pile-driver,gunpowder,antique,ancient-power",,",,,,,miruca,,,,,,",,,44,,,,,,Ancient Heat Bunker,"This weapon was improved using technology from the past era. Not only does it launch a spike, it also adds effects such as magical power and poison.",前時代ヒートバンカー,前時代の技術をヒントに改良が加えられた武器。ただ槍を打ち出すだけでなく、そこに魔力や毒のような付随する効果を期待した
154,chronicle-bunker,313,Equipment,"attack-power-10,burst-addition-plus,transfer-pp-7,",2,25,50,20,1,1,,1,"weapon-pile-driver,gunpowder,ancient-power,",,",,,,,miruca,,,,,,",,,58,,,,,,Chronicle Bunker,"The ultimate weapon developed by Miruca after trial and error. It enhances power, intensity, and endurance to their limits, so even those with low physical strength can face large and dangerous monsters.",クロニクルバンカー,ミルカが試行錯誤の末に辿り着いた究極の武器。腕力のない者でも、大型で危険な魔物と渡り合えるように、威力、強度、耐衝撃性能を極限まで強化した
159,solis-gem,314,Equipment,"attack-power-10,cause-slow,transfer-pp-7,",1,18,50,15,1,,,,"weapon-ritual,mystery,ancient-power,",,",,,,,,keithgriff,,,,,",,,45,,,,,,Solis Gem,"A magical catalyst that contains the power of the sun. This gem emits a faint warmth, and some carry it as a good luck charm.",ソリスジェム,太陽の力を封じ込めた魔法触媒。ほのかな温かさを放つ宝石で、お守りとして持つ人もいる
160,ignis-gem,315,Equipment,"attack-power-10,defense-10,extra-attack-plus,",1,21,50,25,1,,,,"weapon-ritual,mystery,ancient-power,",,",,,,,,keithgriff,,,,,",,,54,,,,,,Ignis Gem,"A special magical catalyst that contains compressed, high density power of flames. It constantly emits heat. Alchemists desire these gems to amplify the power of explosives and gunpowder.",イグニスジェム,炎の力を極めて高密度に圧縮した特殊な魔法触媒。常に一定の熱を放っている。錬金術士は爆薬や火薬の効果を増幅させるために、この宝石をほしがる
161,zodiac-gem,316,Equipment,"attack-power-10,burst-addition-plus,consumption-20,",2,24,50,15,1,1,1,1,"weapon-ritual,mystery,ancient-power,",,",,,,,,keithgriff,,,,,",,,63,,,,,,Zodiac Gem,"A rare magical catalyst that contains the power of heavenly bodies. Looking inside, one can see what appear to be stars revolving around.",ゾディアックジェム,輝く天体の力を宿した珍しい魔法触媒。のぞき込むと、公転する星のようなきらめきを見ることができる
162,diabolos-gem,317,Equipment,"attack-power-10,speed-10,skill-power-10,",3,28,50,25,1,1,1,1,"weapon-ritual,mystery,ancient-power,",,",,,,,,keithgriff,,,,,",,,72,,,,,,Diabolos Gem,"A forbidden magical catalyst, created by alchemists to borrow the power of demons. Legends say that using this catalyst to draw out magic power causes one's soul to be absorbed in exchange.",ディアボロスジェム,悪魔の力を借りるために錬金術士が生みだした禁断の魔法触媒。この触媒から魔力を引き出すと代わりに魂を吸い取られるという伝説がある
155,hayate,318,Equipment,"speed-5,effect-power-increase,consumption-10,",1,2,50,15,,,,1,"weapon-longsword,,,",,",,,,,,,homura,,,,",,,16,,,,,,Hayate,"The sword that Homura has taken a liking to lately. It's light, allowing one to move quick as the wind. Due to its weight, it's difficult to inflict fatal wounds, but he doesn't care.",愛刀・疾風,ホムラが最近気に入っている愛刀。名前のとおり速く動けるような気がする軽い刀。重さがない分致命傷は与えづらいが、彼にはそんなことはお構いなしである
156,demon-ore-sword,319,Equipment,"speed-5,transfer-pp-3,effect-power-increase-plus,",3,10,50,20,1,,,,"weapon-longsword,metal,,",,",,,,,,,homura,,,,",,,31,,,,,,Demon Ore Sword,"A sword forged using magic ore. The magic in the blade causes wounds to heal slower, and even a minor cut from this terrifying blade can become fatal.",魔鉱石の太刀,魔力を秘めた鉱石で打った刀。魔力をまとった剣戟は、傷口の治りを遅くし、かすり傷ですら致命傷にしてしまうという恐ろしい武器
157,mythical-beast-sword,320,Equipment,"attack-power-5,burst-addition,consumption-15,",1,18,50,20,,,1,1,"weapon-longsword,metal,,",,",,,,,,,homura,,,,",,,47,,,,,,Mythical Beast Sword,"A legendary sword said to have been held by an ancient beast. The blade easily cuts through the body of living creatures, rending flesh and bone alike. It's heavy, and difficult to use.",幻獣の太刀,失われた獣が持っていたという伝説の刀。この刀の剣戟は、生き物の身体を鋭く抉り、骨を砕くという。重たく取り扱いが難しい
158,meteorite-sword,321,Equipment,"attack-power-10,speed-10,skill-power-10,",2,25,50,30,1,1,,1,"weapon-longsword,metal,,",,",,,,,,,homura,,,,",,,62,,,,,,Meteorite Sword,"A sword forged using the special metals found in meteorites. It's unknown exactly what effects meteorite iron has, but it does hold immense power.",隕鉄の太刀,隕石に含まれる特殊な金属を使って打った刀。隕鉄にどのような効果があるか、詳しいことは分かっていないが、とにかく強大な力を発揮する
431,sky-alchemy-staff,322,Equipment,"effect-power-increase,skill-power-5,transfer-pp-5,",1,5,50,10,,1,,1,"weapon-staff,lumber,,",,",,,,,,,,escha,,,",,,13,,,,,,Sky Alchemy Staff,A staff accessorized with the feather Escha has. Only a seasoned alchemist can use this staff.,空の錬金術士の杖,エスカの持つ、美しい色合いの羽があしらわれた杖。錬金術士として十分な実力を持つ者にのみ、扱うことを許されている
433,golden-wing-staff,323,Equipment,"attack-power-5,burst-addition,damage-absorb-plus,",2,11,50,15,,,1,1,"weapon-staff,lumber,,",,",,,,,,,,escha,,,",,,25,,,,,,Golden Wing Staff,A staff shaped like a wing. The staff is light as air despite being made out of metal. Anyone can swing this staff around with ease.,金色の翼の杖,光り輝く金属の翼をかたどった杖。造型の精彩さもさることながら、金属でありながら空気のように軽く、非力な者でも自由自在に扱うことができる
432,golden-blue-staff,324,Equipment,"defense-5,transfer-pp-3,effect-power-increase-plus,",3,20,50,20,1,,1,1,"weapon-staff,lumber,,",,",,,,,,,,escha,,,",,,38,,,,,,Golden Blue Staff,A staff made from a blue metal that has magic powers. This staff brings out the user's abilities during battles and alchemy synthesis.,青の金の杖,青色に輝く金属で作られた杖。素材に魔力が秘められており、使用者の持つ能力を引き出してくれる。それは戦闘に限らず、錬金術の調合においても同様である
434,lifetree-staff,325,Equipment,"attack-power-10,burst-addition-plus,transfer-pp-7,",4,30,50,20,1,1,1,1,"weapon-staff,lumber,,",,",,,,,,,,escha,,,",,,50,,,,,,Lifetree Staff,A staff made from a natural wood. Legend says the original staff was made from the World Tree and brought forests back to life around the world.,若き生命の樹の杖,豊かな自然の生命に満ち溢れた、樹木の枝を加工して作られた杖。一説によると、オリジナルは世界樹の枝葉から作り出され、各地の植物を蘇らせたと言われている
435,management-board,326,Equipment,"attack-power-10,defense-10,extra-attack-plus,",1,6,50,15,,,1,1,"weapon-board,paper,,",,",,,,,,,,,solle,,",,,0,,,,,,Management Board,A board that lists the Homunculi's work schedule. With this schedule list one is able to manage all the work by the minute.,ホム管理ボード,ホムンクルスたちのスケジュールを管理する予定が記載されているボード。この予定表を元に、綿密かつ分単位の作業を適切に管理することができる
436,plan-board,327,Equipment,"attack-power-10,burst-addition-plus,consumption-20,",1,13,50,15,,1,,1,"weapon-board,paper,,",,",,,,,,,,,solle,,",,,0,,,,,,Plan Board,A board that lists the Homunculi's battle commands. One is accepted when they can execute the commands with only the command list and no conversation.,ホム作戦ボード,ホムンクルスたちに戦闘の作戦を伝えるための命令一覧が記載されているボード。この命令を会話無しでソールとやり取りできて初めて、一人前と認められる
437,operation-plan-board,328,Equipment,"attack-power-10,speed-10,skill-power-10,",2,22,50,20,,1,1,1,"weapon-board,paper,,",,",,,,,,,,,solle,,",,,25,,,,,,Operation Plan Board,A board that lists the Homunculi's high level battle commands. Once you get to this level your trust with Solle becomes unmatched.,ホム戦略ボード,ホムンクルスたちに高度な戦闘の指示を行うためのボード。このレベルになると、もはや他人には割って入ることのできない信頼が、ソールとの間に存在している
351,cotton-shirt,329,Equipment,"defense-5,hp-10,parameters-5,",0,1,50,15,,1,,,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,5,,,,,Cotton Shirt,"Every household has at least one of these shirts. It has good breathability, and is especially nice to have in hot regions. Stellard's limited edition color, Stellard Blue, is popular due to its cooler hue.",綿のシャツ,一般的な家庭なら一枚はあるシャツ。通気性が良く、特に暑い地域では重宝する。ステラード限定色ステラードブルーの爽やかな色合いも好評
352,thick-shirt,330,Equipment,"defense-5,hp-10,transfer-pp-5,",1,2,50,15,,1,,,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,8,,,,,Thick Shirt,"This shirt is a little thick, worn mainly during cold seasons. It has good insulation, and can be found in many households.",厚手のシャツ,主に寒い時期に着るちょっと厚手のシャツ。保温と保湿効果が高く、一般家庭に広く浸透している
353,high-collar-shirt,331,Equipment,"defense-5,mp-10,speed-5,",1,6,50,10,1,,,1,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,5,12,5,,,,High Collar Shirt,"A shirt with a high collar. Recent years have seen foreign styles become more popular in Stellard, fueled in part by this high collar shirt.",ハイカラなシャツ,丈の高い襟のついたシャツ。近年ステラードで流行している異国風のスタイルは、このハイカラシャツを中心に組み立てられることが多い
163,herbal-shirt,332,Equipment,"defense-5,mp-10,transfer-pp-5,",3,12,50,15,,1,1,,"armor-clothes,medicine,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,10,,20,,,,,Herbal Shirt,"A strange shirt made using cloth interwoven with medicinal plants. It feels a little uncomfortable, but it prevents the growth of bacteria, and keeps the skin clean and hygienic.",薬草のシャツ,薬効のある植物の繊維で編んだ一風変わったシャツ。着心地は若干悪いが、細菌の繁殖を防ぎ、肌を清潔に保つ効果がある。
354,leather-shirt,333,Equipment,"defense-10,hp-10,parameters-7,",1,9,50,15,1,1,,,"armor-clothes,pelt,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,25,,,,,Leather Shirt,"Leather shirts are tough and warm, but they have low elasticity, and get stuffy easily. Some explorers wear this as an added means of protection.",なめし皮のシャツ,革製のシャツは丈夫で温かいが、伸縮性が低く、蒸れやすい。探検家たちの中には、身を守る足しにと着込む者もいる
355,fur-shirt,334,Equipment,"defense-10,hp-15,transfer-pp-7,",1,10,50,15,1,,,1,"armor-clothes,pelt,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",15,,,30,,,,,Fur Shirt,"A shirt made with plenty of animal pelts. Its high insulation is a selling point, and they sell like hotcakes during colder seasons. The fluffy feel is part of the secret to its popularity.",毛皮のシャツ,動物の毛皮をふんだんに使ったシャツ。保温性の高さがウリで、寒い時期には飛ぶように売れる。モコモコとした肌触りも、人気の秘密
356,combat-shirt,335,Equipment,"defense-10,mp-10,parameters-7,",0,14,50,30,1,1,,,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,10,35,,,,,Combat Shirt,"A combat shirt made for treasure hunters who face dangerous ruins. It's tough enough not to let blades and sharp objects pass through, but it's a little heavy.",コンバットシャツ,危険な遺跡に挑むトレジャーハンターのために作られた戦闘用のシャツ。刃物を通さない強靭な作りだが、若干重たい
164,riveted-shirt,336,Equipment,"defense-10,hp-15,effect-power-increase-plus-plus,",1,15,50,30,1,,1,,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",,,,40,10,,,,Riveted Shirt,"A shirt made using rivets along the seams. This fashion was originally popular among only shirt enthusiasts, but it caught the eye of younger people in the city, and it grew in popularity.",鋲打ちのシャツ,縫い目が鋲打ち加工されたシャツ。元々シャツ愛好家たちの間で流行っていたファッションが、街の若者たちの目にとまって広まっていった
165,silver-threaded-shirt,337,Equipment,"defense-10,mp-15,transfer-pp-7,",2,20,50,50,,,,1,"armor-clothes,cloth,,",,"stera,lotte,kortes,wilbell,jurie,miruca,keithgriff,homura,escha,solle,logy,ayesha",15,15,,45,,,,,Silver Threaded Shirt,"A shirt woven with silver thread, both light and durable. Anyone going on harsh adventures would love to have this, but it's fairly expensive.",銀糸のシャツ,軽さと耐久性を兼ね揃えた銀糸で編まれたシャツ。過酷な冒険に挑む者なら誰もが憧れる洋服だが、やはりそれなりに高価である
